Squad,defense_# Pl,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl.1,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,defense_Season,keeper_# Pl,keeper_MP,keeper_Starts,keeper_Min,keeper_90s,keeper_GA,keeper_GA90,keeper_SoTA,keeper_Saves,keeper_Save%,keeper_W,keeper_D,keeper_L,keeper_CS,keeper_CS%,keeper_PKatt,keeper_PKA,keeper_PKsv,keeper_PKm,keeper_Save%.1,keeper_Season,league_Rank,league_MP,league_W,league_D,league_L,league_GF,league_GA,league_GD,league_Pts,league_Pts/MP,league_xG,league_xGA,league_xGD,league_xGD/90,league_Attendance,league_Season,passing_# Pl,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp.1,passing_Att.1,passing_Cmp%.1,passing_Cmp.2,passing_Att.2,passing_Cmp%.2,passing_Cmp.3,passing_Att.3,passing_Cmp%.3,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_Season,shooting_# Pl,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,shooting_Season,standard_# Pl,standard_Age,standard_Poss,standard_MP,standard_Starts,standard_Min,standard_90s,standard_Gls,standard_Ast,standard_G+A,standard_G-PK,standard_PK,standard_PKatt,standard_CrdY,standard_CrdR,standard_xG,standard_npxG,standard_xAG,standard_npxG+xAG,standard_PrgC,standard_PrgP,standard_Gls.1,standard_Ast.1,standard_G+A.1,standard_G-PK.1,standard_G+A-PK,standard_xG.1,standard_xAG.1,standard_xG+xAG,standard_npxG.1,standard_npxG+xAG.1,standard_Season,Season,League,GK_SaveImpact,GK_PenaltyImpact
Frosinone,34,38.0,545,322,244,225,76,253,525,48.2,272,439,143,296,241,786,789,14,2023-2024,2,38,38,"3,420",38.0,69,1.82,180,112,64.4,8,11,19,7,18.4,8,5,1,2,16.7,2023-2024,18,38,8,11,19,44,69,-25,35,0.92,45.8,57.7,-12.0,-0.32,"15,824",2023-2024,34,38.0,13740,17545,78.3,226596,87424,6769,7660,88.4,5457,6523,83.7,1085,2330,46.6,29,30.2,24.8,-1.2,350,962,279,69,1326,2023-2024,34,38.0,44,460,147,32.0,12.11,3.87,0.08,0.24,19.2,18,8,10,45.8,37.9,0.08,-1.8,-1.9,2023-2024,34,24.3,49.7,38,418,"3,420",38.0,44,29,73,36,8,10,68,2,45.8,37.9,30.2,68.1,563,1326,1.16,0.76,1.92,0.95,1.71,1.2,0.79,2.0,1.0,1.79,2023-2024,2023-2024,Serie-A,3.347832088135192,0.29922383136108516
Genoa,34,38.0,625,352,315,247,63,283,571,49.6,288,462,162,300,332,957,796,11,2023-2024,3,38,38,"3,420",38.0,45,1.18,139,94,69.8,12,13,13,9,23.7,4,3,1,0,25.0,2023-2024,11,38,12,13,13,45,45,0,49,1.29,35.7,42.8,-7.1,-0.19,"29,609",2023-2024,34,38.0,12053,15765,76.5,219285,85245,5128,5934,86.4,5142,6121,84.0,1379,2710,50.9,27,22.8,24.0,4.2,300,865,223,75,1079,2023-2024,34,38.0,43,397,119,30.0,10.45,3.13,0.1,0.32,17.4,21,5,6,35.7,31.0,0.08,7.3,7.0,2023-2024,34,26.7,44.1,38,418,"3,420",38.0,43,27,70,38,5,6,79,3,35.7,31.0,22.8,53.8,468,1079,1.13,0.71,1.84,1.0,1.71,0.94,0.6,1.54,0.82,1.42,2023-2024,2023-2024,Serie-A,3.449266410981294,0.34657359027997264
Hellas Verona,36,38.0,621,387,302,245,74,293,578,50.7,285,414,133,281,302,923,784,15,2023-2024,2,38,38,"3,420",38.0,51,1.34,163,113,69.9,9,11,18,8,21.1,2,2,0,0,0.0,2023-2024,13,38,9,11,18,38,51,-13,38,1.0,38.0,48.7,-10.7,-0.28,"21,996",2023-2024,36,38.0,10639,14710,72.3,211949,86317,4116,5023,81.9,4666,5727,81.5,1618,3113,52.0,29,27.2,22.8,1.8,335,958,216,92,1122,2023-2024,36,38.0,38,435,146,33.6,11.45,3.84,0.08,0.24,18.9,13,3,7,38.0,32.4,0.08,0.0,2.6,2023-2024,36,25.7,44.4,38,418,"3,420",38.0,38,29,67,35,3,7,88,6,38.0,32.4,27.2,59.6,539,1122,1.0,0.76,1.76,0.92,1.68,1.0,0.72,1.72,0.85,1.57,2023-2024,2023-2024,Serie-A,3.5648066330491153,0.0
Inter,27,38.0,540,321,252,219,69,234,474,49.4,240,365,116,249,280,820,576,7,2023-2024,3,38,38,"3,420",38.0,22,0.58,113,90,82.3,29,7,2,21,55.3,4,2,1,1,33.3,2023-2024,1,38,29,7,2,89,22,67,94,2.47,78.2,31.2,47.1,1.24,"72,838",2023-2024,27,38.0,19136,22447,85.2,332897,109819,8631,9446,91.4,8159,9056,90.1,1839,2800,65.7,60,55.6,50.7,4.4,440,1288,437,116,1620,2023-2024,27,38.0,87,580,196,33.8,15.26,5.16,0.13,0.38,16.8,19,13,14,78.2,67.4,0.12,8.8,6.6,2023-2024,27,29.1,57.1,38,418,"3,420",38.0,87,60,147,74,13,14,46,1,78.2,67.4,55.6,123.0,720,1620,2.29,1.58,3.87,1.95,3.53,2.06,1.46,3.52,1.77,3.24,2023-2024,2023-2024,Serie-A,3.8978913230286696,0.36583789212648044
Juventus,31,38.0,577,369,270,233,74,264,445,59.3,181,375,124,251,253,830,725,4,2023-2024,3,38,38,"3,420",38.0,31,0.82,116,86,75.0,19,14,5,17,44.7,3,2,1,0,33.3,2023-2024,3,38,19,14,5,54,31,23,71,1.87,54.6,30.1,24.6,0.65,"38,142",2023-2024,31,38.0,14757,18079,81.6,274823,94184,5963,6728,88.6,6820,7755,87.9,1727,2762,62.5,37,39.6,37.0,-2.6,417,1191,296,105,1473,2023-2024,31,38.0,52,531,146,27.5,13.97,3.84,0.09,0.34,16.9,19,3,5,54.6,50.6,0.1,-2.6,-1.6,2023-2024,31,26.5,48.5,38,418,"3,420",38.0,52,37,89,49,3,5,87,2,54.6,50.6,39.6,90.2,709,1473,1.37,0.97,2.34,1.29,2.26,1.44,1.04,2.48,1.33,2.37,2023-2024,2023-2024,Serie-A,3.5716304510983172,0.36583789212648044
Lazio,22,38.0,581,348,259,254,68,283,618,45.8,335,430,122,308,295,876,640,7,2023-2024,2,38,38,"3,420",38.0,39,1.03,148,109,75.0,18,7,13,13,34.2,3,2,0,1,0.0,2023-2024,7,38,18,7,13,49,39,10,61,1.61,46.5,42.0,4.5,0.12,"42,689",2023-2024,22,38.0,17462,21071,82.9,293219,101247,8440,9314,90.6,6970,7966,87.5,1557,2657,58.6,30,32.9,31.6,-2.9,331,1270,316,62,1528,2023-2024,22,38.0,46,436,135,31.0,11.47,3.55,0.1,0.31,18.0,15,4,4,46.5,43.4,0.1,-0.5,-1.4,2023-2024,22,28.2,53.3,38,418,"3,420",38.0,46,30,76,42,4,4,101,5,46.5,43.4,32.9,76.4,716,1528,1.21,0.79,2.0,1.11,1.89,1.22,0.87,2.09,1.14,2.01,2023-2024,2023-2024,Serie-A,3.7529597294590946,0.0
Lecce,26,38.0,605,374,285,252,68,289,566,51.1,277,429,117,312,308,913,751,8,2023-2024,1,38,38,"3,420",38.0,54,1.42,173,119,71.7,8,14,16,7,18.4,6,5,1,0,16.7,2023-2024,14,38,8,14,16,32,54,-22,38,1.0,43.1,53.3,-10.2,-0.27,"26,642",2023-2024,26,38.0,11742,15397,76.3,220284,81904,4700,5530,85.0,5225,6158,84.8,1487,2846,52.2,23,30.6,23.1,-7.6,378,895,211,87,1183,2023-2024,26,38.0,30,503,147,29.2,13.24,3.87,0.05,0.18,18.8,11,3,5,43.1,39.2,0.08,-13.1,-12.2,2023-2024,26,24.9,44.9,38,418,"3,420",38.0,30,23,53,27,3,5,89,5,43.1,39.2,30.6,69.9,638,1183,0.79,0.61,1.39,0.71,1.32,1.14,0.81,1.94,1.03,1.84,2023-2024,2023-2024,Serie-A,3.6990426495368176,0.29922383136108516
Milan,35,38.0,576,333,274,232,70,273,521,52.4,248,367,146,221,252,828,548,16,2023-2024,4,38,38,"3,419",38.0,49,1.29,163,115,74.8,22,9,7,13,34.2,8,8,0,0,0.0,2023-2024,2,38,22,9,7,76,49,27,75,1.97,66.2,45.4,20.8,0.55,"72,000",2023-2024,35,38.0,17656,20741,85.1,304243,102555,7905,8708,90.8,7904,8738,90.5,1438,2341,61.4,56,46.0,41.1,10.0,430,1213,338,94,1569,2023-2024,35,38.0,76,554,202,36.5,14.58,5.32,0.13,0.35,16.8,9,6,8,66.2,60.0,0.11,9.8,10.0,2023-2024,35,26.6,56.9,38,418,"3,420",38.0,76,56,132,70,6,8,82,8,66.2,60.0,46.0,106.0,899,1569,2.0,1.47,3.47,1.84,3.32,1.74,1.21,2.95,1.58,2.79,2023-2024,2023-2024,Serie-A,3.8147000880125006,0.0
Monza,31,38.0,565,334,307,195,63,266,484,55.0,218,378,151,227,279,844,642,8,2023-2024,2,38,38,"3,420",38.0,51,1.34,191,138,77.0,11,12,15,12,31.6,9,7,2,0,22.2,2023-2024,12,38,11,12,15,39,51,-12,45,1.18,39.5,56.3,-16.8,-0.44,"12,172",2023-2024,31,38.0,16734,19870,84.2,310386,98194,6742,7422,90.8,7969,8830,90.2,1771,2837,62.4,29,27.8,27.5,1.2,348,1087,251,92,1248,2023-2024,31,38.0,38,451,123,27.3,11.87,3.24,0.08,0.28,17.8,15,4,5,39.5,35.9,0.08,-1.5,-1.9,2023-2024,31,26.8,53.5,38,418,"3,420",38.0,38,29,67,34,4,5,88,5,39.5,35.9,27.8,63.8,723,1248,1.0,0.76,1.76,0.89,1.66,1.04,0.73,1.77,0.95,1.68,2023-2024,2023-2024,Serie-A,4.048271436461392,0.46163602225292355
Napoli,29,38.0,571,326,235,237,99,263,554,47.5,291,351,92,259,241,812,521,5,2023-2024,3,38,38,"3,420",38.0,48,1.26,128,78,64.1,13,14,11,7,18.4,4,2,2,0,50.0,2023-2024,10,38,13,14,11,55,48,7,53,1.39,61.4,38.4,23.0,0.61,"45,622",2023-2024,29,38.0,19517,22942,85.1,335198,107611,9095,9898,91.9,8105,9121,88.9,1832,2884,63.5,36,42.9,38.4,-6.9,497,1507,398,84,1758,2023-2024,29,38.0,54,638,196,30.7,16.79,5.16,0.08,0.24,17.6,18,6,10,61.4,53.3,0.09,-7.4,-5.3,2023-2024,29,27.2,60.9,38,418,"3,420",38.0,54,36,90,48,6,10,77,5,61.4,53.3,42.9,96.2,802,1758,1.42,0.95,2.37,1.26,2.21,1.62,1.13,2.74,1.4,2.53,2023-2024,2023-2024,Serie-A,3.1151397511958314,0.5493061443340548
Roma,30,38.0,569,336,261,229,79,249,535,46.5,286,370,132,238,242,811,623,16,2023-2024,2,38,38,"3,420",38.0,46,1.21,151,107,71.5,18,9,11,11,28.9,5,3,1,1,25.0,2023-2024,6,38,18,9,11,65,46,19,63,1.66,51.4,41.8,9.6,0.25,"62,924",2023-2024,30,38.0,17066,20523,83.2,298380,99682,7660,8446,90.7,7615,8620,88.3,1474,2569,57.4,44,34.4,31.5,9.6,363,1217,315,87,1469,2023-2024,30,38.0,64,464,142,30.6,12.21,3.74,0.11,0.37,17.9,16,11,12,51.4,42.3,0.09,12.6,10.7,2023-2024,30,27.7,54.9,38,418,"3,420",38.0,64,44,108,53,11,12,95,3,51.4,42.3,34.4,76.7,682,1469,1.68,1.16,2.84,1.39,2.55,1.35,0.91,2.26,1.11,2.02,2023-2024,2023-2024,Serie-A,3.5920745724050875,0.34657359027997264
Salernitana,39,38.0,536,327,289,198,49,257,519,49.5,262,409,161,248,279,815,816,12,2023-2024,3,38,38,"3,420",38.0,81,2.13,207,128,65.7,2,11,25,2,5.3,10,10,0,0,0.0,2023-2024,20,38,2,11,25,32,81,-49,17,0.45,30.3,74.4,-44.1,-1.16,"18,787",2023-2024,39,38.0,12124,15920,76.2,210672,79322,5624,6417,87.6,4851,5890,82.4,1233,2585,47.7,25,22.4,18.6,2.6,310,885,207,74,1119,2023-2024,39,38.0,32,398,118,29.6,10.47,3.11,0.08,0.25,19.1,11,2,2,30.3,28.7,0.07,1.7,1.3,2023-2024,39,27.2,44.5,38,418,"3,420",38.0,32,25,57,30,2,2,91,3,30.3,28.7,22.4,51.1,499,1119,0.84,0.66,1.5,0.79,1.45,0.8,0.59,1.39,0.76,1.34,2023-2024,2023-2024,Serie-A,3.506762518363766,0.0
Sassuolo,30,38.0,507,310,241,198,68,245,531,46.1,286,402,143,259,267,774,767,14,2023-2024,2,38,38,"3,420",38.0,75,1.97,173,101,61.3,7,9,22,3,7.9,11,8,1,2,11.1,2023-2024,19,38,7,9,22,43,75,-32,30,0.79,39.8,61.6,-21.8,-0.57,"13,905",2023-2024,30,38.0,11978,15683,76.4,221423,83557,4986,5788,86.1,5295,6301,84.0,1385,2776,49.9,28,25.9,25.0,2.1,340,995,248,60,1301,2023-2024,30,38.0,42,453,144,31.8,11.92,3.79,0.08,0.24,19.2,18,7,8,39.8,33.8,0.08,2.2,1.2,2023-2024,30,26.4,43.8,38,418,"3,420",38.0,42,28,70,35,7,8,71,4,39.8,33.8,25.9,59.7,636,1301,1.11,0.74,1.84,0.92,1.66,1.05,0.68,1.73,0.89,1.57,2023-2024,2023-2024,Serie-A,3.1625008984185063,0.24389192808432036
Torino,30,38.0,471,275,207,213,51,191,386,49.5,195,303,100,203,329,800,594,15,2023-2024,2,38,38,"3,420",38.0,36,0.95,143,107,79.7,13,14,11,18,47.4,7,7,0,0,0.0,2023-2024,9,38,13,14,11,36,36,0,53,1.39,37.7,37.4,0.3,0.01,"22,753",2023-2024,30,38.0,14578,18229,80.0,257125,90455,6446,7271,88.7,6372,7364,86.5,1345,2609,51.6,29,30.1,29.2,-1.1,338,1028,277,101,1333,2023-2024,30,38.0,35,432,121,28.0,11.37,3.18,0.08,0.27,17.1,15,2,2,37.7,36.1,0.09,-2.7,-3.1,2023-2024,30,26.4,51.6,38,418,"3,420",38.0,35,29,64,33,2,2,75,2,37.7,36.1,30.1,66.2,710,1333,0.92,0.76,1.68,0.87,1.63,0.99,0.79,1.78,0.95,1.74,2023-2024,2023-2024,Serie-A,3.9609411997620727,0.0
Udinese,32,38.0,606,381,345,213,48,299,571,52.4,272,437,129,308,327,933,988,10,2023-2024,2,38,38,"3,420",38.0,53,1.39,157,105,72.0,6,19,13,9,23.7,9,9,0,0,0.0,2023-2024,15,38,6,19,13,37,53,-16,37,0.97,39.1,49.1,-10.0,-0.26,"21,537",2023-2024,32,38.0,9976,13300,75.0,185378,75887,4317,5066,85.2,4174,5111,81.7,1234,2396,51.5,23,28.0,23.8,-5.0,329,874,186,76,1022,2023-2024,32,38.0,36,457,134,29.3,12.03,3.53,0.07,0.25,18.8,21,3,4,39.1,36.8,0.08,-3.1,-3.8,2023-2024,32,25.7,39.3,38,418,"3,420",38.0,36,23,59,33,3,4,94,5,39.1,36.8,28.0,64.9,602,1022,0.95,0.61,1.55,0.87,1.47,1.03,0.74,1.77,0.97,1.71,2023-2024,2023-2024,Serie-A,3.645068423779416,0.0
Alavés,30,38.0,499,292,263,181,55,197,565,34.9,368,341,90,251,427,926,766,8,2020-2021,2,38,38,"3,420",38.0,57,1.5,142,85,62.0,9,11,18,9,23.7,3,3,0,0,0.0,2020-2021,16,38,9,11,18,36,57,-21,38,1.0,42.6,49.9,-7.3,-0.19,,2020-2021,30,38.0,10216,14388,71.0,196775,86618,4463,5484,81.4,4016,5139,78.1,1482,2923,50.7,21,27.4,21.0,-6.4,256,789,189,82,938,2020-2021,30,38.0,35,339,95,28.0,8.92,2.5,0.09,0.32,17.4,12,5,8,42.6,36.4,0.11,-7.6,-6.4,2020-2021,30,28.7,42.8,38,418,"3,420",38.0,35,21,56,30,5,8,96,8,42.6,36.4,27.4,63.7,404,938,0.92,0.55,1.47,0.79,1.34,1.12,0.72,1.84,0.96,1.68,2020-2021,2020-2021,La-Liga,3.0769636707611423,0.0
Athletic Club,27,38.0,462,269,194,200,68,168,516,32.6,348,341,74,267,344,806,684,9,2020-2021,2,38,38,"3,420",38.0,42,1.11,111,69,66.7,11,13,14,9,23.7,6,5,1,0,16.7,2020-2021,10,38,11,13,14,46,42,4,46,1.21,43.1,37.7,5.4,0.14,,2020-2021,27,38.0,13578,17842,76.1,251137,91456,5873,6901,85.1,5483,6607,83.0,1792,3120,57.4,31,31.3,27.9,-0.3,303,1054,284,79,1496,2020-2021,27,38.0,43,399,128,32.1,10.5,3.37,0.1,0.3,17.4,15,4,5,43.1,39.2,0.1,-0.1,-0.2,2020-2021,27,26.6,49.9,38,418,"3,420",38.0,43,31,74,39,4,5,82,3,43.1,39.2,31.3,70.5,685,1496,1.13,0.82,1.95,1.03,1.84,1.13,0.82,1.96,1.03,1.86,2020-2021,2020-2021,La-Liga,3.147238747153828,0.29922383136108516
Atlético Madrid,25,38.0,622,367,291,253,78,296,631,46.9,335,361,83,278,386,1008,671,7,2020-2021,1,38,38,"3,420",38.0,25,0.66,122,98,80.3,26,8,4,18,47.4,4,1,2,1,66.7,2020-2021,1,38,26,8,4,67,25,42,86,2.26,52.8,37.1,15.7,0.41,,2020-2021,25,38.0,16757,20680,81.0,276506,95008,8278,9219,89.8,5931,6995,84.8,1653,2869,57.6,54,40.6,38.8,13.4,347,1144,370,53,1604,2020-2021,25,38.0,65,452,178,39.4,11.89,4.68,0.13,0.34,17.6,13,5,7,52.8,47.2,0.11,12.2,12.8,2020-2021,25,27.3,52.3,38,418,"3,420",38.0,65,54,119,60,5,7,100,0,52.8,47.2,40.6,87.8,694,1604,1.71,1.42,3.13,1.58,3.0,1.39,1.07,2.46,1.24,2.31,2020-2021,2020-2021,La-Liga,3.864184037364051,0.4623291694334835
Barcelona,25,38.0,499,293,223,195,81,224,522,42.9,298,325,70,255,361,860,429,16,2020-2021,2,38,38,"3,420",38.0,38,1.0,130,94,74.6,24,7,7,14,36.8,5,5,0,0,0.0,2020-2021,3,38,24,7,7,85,38,47,79,2.08,73.5,40.8,32.7,0.86,,2020-2021,25,38.0,25192,28488,88.4,384110,119170,13304,14257,93.3,9056,9893,91.5,1599,2287,69.9,51,53.2,63.6,-2.2,452,1874,517,52,2157,2020-2021,25,38.0,80,575,231,40.2,15.13,6.08,0.13,0.33,17.1,43,4,8,73.5,67.1,0.12,6.5,8.9,2020-2021,25,26.4,65.5,38,418,"3,420",38.0,80,51,131,76,4,8,72,2,73.5,67.1,53.2,120.2,972,2157,2.11,1.34,3.45,2.0,3.34,1.94,1.4,3.33,1.77,3.16,2020-2021,2020-2021,La-Liga,3.6368972031080586,0.0
Betis,25,38.0,556,315,274,221,61,211,556,37.9,345,362,74,288,453,1009,687,11,2020-2021,2,38,38,"3,420",38.0,50,1.32,136,87,69.1,17,10,11,13,34.2,10,8,2,0,20.0,2020-2021,6,38,17,10,11,50,50,0,61,1.61,49.1,46.8,2.2,0.06,,2020-2021,25,38.0,15814,19679,80.4,273398,94327,7403,8309,89.1,6096,7037,86.6,1672,3002,55.7,35,33.4,30.5,1.6,334,1048,298,80,1441,2020-2021,25,38.0,50,432,145,33.6,11.37,3.82,0.1,0.29,18.9,16,8,11,49.1,40.5,0.1,0.9,1.5,2020-2021,25,27.9,53.6,38,418,"3,420",38.0,50,35,85,42,8,11,93,8,49.1,40.5,33.4,73.9,694,1441,1.32,0.92,2.24,1.11,2.03,1.29,0.88,2.17,1.07,1.94,2020-2021,2020-2021,La-Liga,3.399706819747234,0.43944491546724396
Celta Vigo,30,38.0,662,368,332,259,71,238,694,34.3,456,399,89,310,405,1067,751,12,2020-2021,2,38,38,"3,418",38.0,57,1.5,138,81,63.8,14,11,13,9,23.7,8,7,1,0,12.5,2020-2021,8,38,14,11,13,55,57,-2,53,1.39,50.4,51.0,-0.6,-0.02,91.0,2020-2021,30,38.0,15176,19318,78.6,263065,91357,6912,7946,87.0,6117,7188,85.1,1552,2914,53.3,39,36.7,32.0,2.3,267,978,248,48,1308,2020-2021,30,38.0,55,350,133,38.0,9.21,3.5,0.14,0.36,17.0,13,7,7,50.4,44.9,0.13,4.6,3.1,2020-2021,30,26.6,53.3,38,418,"3,420",38.0,55,39,94,48,7,7,109,5,50.4,44.9,36.7,81.6,514,1308,1.45,1.03,2.47,1.26,2.29,1.33,0.97,2.29,1.18,2.15,2020-2021,2020-2021,La-Liga,3.1481943693373813,0.25993019270997947
Cádiz,34,38.0,573,317,305,216,52,247,607,40.7,360,368,99,269,437,1010,788,8,2020-2021,3,38,38,"3,420",38.0,58,1.53,150,91,67.3,11,11,16,10,26.3,10,9,1,0,10.0,2020-2021,12,38,11,11,16,36,58,-22,44,1.16,34.7,55.4,-20.7,-0.54,,2020-2021,34,38.0,7949,12067,65.9,158876,72248,3244,4091,79.3,3064,4071,75.3,1319,2992,44.1,16,20.4,16.9,-4.4,196,653,152,73,854,2020-2021,34,38.0,33,299,97,32.4,7.87,2.55,0.1,0.3,17.6,14,4,4,34.7,31.6,0.11,-1.7,-2.6,2020-2021,34,28.8,34.8,38,418,"3,420",38.0,33,16,49,29,4,4,81,3,34.7,31.6,20.4,52.0,455,854,0.87,0.42,1.29,0.76,1.18,0.91,0.54,1.45,0.83,1.37,2020-2021,2020-2021,La-Liga,3.376629330176444,0.2302585092994046
Eibar,30,38.0,514,309,228,204,82,203,518,39.2,315,360,63,297,434,948,593,11,2020-2021,2,38,38,"3,420",38.0,52,1.37,135,82,63.7,6,12,20,9,23.7,5,3,1,1,25.0,2020-2021,20,38,6,12,20,29,52,-23,30,0.79,45.2,45.7,-0.5,-0.01,,2020-2021,30,38.0,11810,16890,69.9,234607,92605,4840,5844,82.8,4584,5965,76.8,2002,4026,49.7,20,29.9,28.5,-9.9,309,1119,254,118,1295,2020-2021,30,38.0,29,443,127,28.7,11.66,3.34,0.06,0.2,18.1,14,4,9,45.2,38.3,0.09,-16.2,-13.3,2020-2021,30,28.2,49.3,38,418,"3,420",38.0,29,20,49,25,4,9,71,3,45.2,38.3,29.9,68.2,507,1295,0.76,0.53,1.29,0.66,1.18,1.19,0.79,1.98,1.01,1.79,2020-2021,2020-2021,La-Liga,3.1293611622138653,0.34657359027997264
Elche,30,38.0,551,336,324,189,38,210,577,36.4,367,357,97,260,386,937,689,10,2020-2021,2,38,38,"3,420",38.0,55,1.45,163,106,69.9,8,12,18,7,18.4,10,6,3,1,33.3,2020-2021,17,38,8,12,18,34,55,-21,36,0.95,29.9,60.9,-31.0,-0.82,185.0,2020-2021,30,38.0,13481,17054,79.0,244074,94227,6028,6753,89.3,5307,6190,85.7,1652,3000,55.1,25,21.8,19.8,3.2,190,784,148,79,927,2020-2021,30,38.0,33,265,86,32.5,6.97,2.26,0.12,0.36,16.8,12,2,3,29.9,27.5,0.11,3.1,3.5,2020-2021,30,28.1,47.5,38,418,"3,420",38.0,33,25,58,31,2,3,99,3,29.9,27.5,21.8,49.4,500,927,0.87,0.66,1.53,0.82,1.47,0.79,0.57,1.36,0.72,1.3,2020-2021,2020-2021,La-Liga,3.5648066330491153,0.6479880796354193
Getafe,31,38.0,579,352,232,276,71,241,619,38.9,378,361,53,308,393,972,615,4,2020-2021,2,38,38,"3,420",38.0,43,1.13,111,70,67.6,9,11,18,14,36.8,8,7,1,0,12.5,2020-2021,15,38,9,11,18,28,43,-15,38,1.0,34.4,40.3,-5.9,-0.16,,2020-2021,31,38.0,8977,13863,64.8,170990,76315,4043,5155,78.4,3111,4340,71.7,1417,3219,44.0,14,23.6,24.0,-9.6,261,863,225,102,1090,2020-2021,31,38.0,27,355,97,27.3,9.34,2.55,0.07,0.25,18.8,24,3,5,34.4,30.5,0.09,-7.4,-6.5,2020-2021,31,26.7,43.3,38,418,"3,420",38.0,27,14,41,24,3,5,120,7,34.4,30.5,23.6,54.1,443,1090,0.71,0.37,1.08,0.63,1.0,0.91,0.62,1.53,0.8,1.42,2020-2021,2020-2021,La-Liga,3.1897052369954833,0.25993019270997947
Granada,34,38.0,499,279,226,213,60,185,468,39.5,283,388,128,260,392,891,764,7,2020-2021,3,38,38,"3,420",38.0,65,1.71,170,101,65.3,13,7,18,9,23.7,12,6,5,1,45.5,2020-2021,9,38,13,7,18,47,65,-18,46,1.21,41.1,56.2,-15.0,-0.4,,2020-2021,34,38.0,9083,13336,68.1,173761,74249,3915,4776,82.0,3574,4629,77.2,1288,2951,43.6,30,26.8,22.6,3.2,224,813,173,58,975,2020-2021,34,38.0,47,354,121,34.2,9.32,3.18,0.12,0.36,19.1,21,3,5,41.1,37.3,0.11,5.9,6.7,2020-2021,34,27.4,41.4,38,418,"3,420",38.0,47,30,77,44,3,5,97,6,41.1,37.3,26.8,64.0,411,975,1.24,0.79,2.03,1.16,1.95,1.08,0.7,1.79,0.98,1.68,2020-2021,2020-2021,La-Liga,3.3575063023962373,0.8853891178201676
Huesca,27,38.0,556,321,309,191,56,239,579,41.3,340,342,83,259,437,993,616,7,2020-2021,2,38,38,"3,420",38.0,53,1.39,149,98,67.8,7,13,18,9,23.7,5,5,0,0,0.0,2020-2021,18,38,7,13,18,34,53,-19,34,0.89,38.9,48.4,-9.5,-0.25,,2020-2021,27,38.0,13507,17480,77.3,250921,87949,5692,6487,87.7,5785,6818,84.8,1679,3199,52.5,23,26.7,25.3,-3.7,295,898,221,113,1185,2020-2021,27,38.0,32,404,130,32.2,10.63,3.42,0.07,0.22,18.0,13,3,4,38.9,36.1,0.09,-6.9,-7.1,2020-2021,27,28.0,48.3,38,418,"3,420",38.0,32,23,55,29,3,4,69,2,38.9,36.1,26.7,62.8,618,1185,0.84,0.61,1.45,0.76,1.37,1.02,0.7,1.73,0.95,1.65,2020-2021,2020-2021,La-Liga,3.397210729397261,0.0
Levante,29,38.0,511,282,268,188,55,208,543,38.3,335,335,93,242,435,946,681,15,2020-2021,3,38,38,"3,420",38.0,57,1.5,163,108,66.9,9,14,15,4,10.5,4,3,0,1,0.0,2020-2021,14,38,9,14,15,46,57,-11,41,1.08,40.4,53.4,-13.0,-0.34,,2020-2021,29,38.0,14190,18116,78.3,257005,95976,6356,7202,88.3,5760,6804,84.7,1694,3076,55.1,35,29.6,30.0,5.4,286,1087,306,83,1537,2020-2021,29,38.0,45,376,125,33.2,9.89,3.29,0.11,0.34,18.2,10,3,6,40.4,35.7,0.1,4.6,6.3,2020-2021,29,28.0,52.2,38,418,"3,420",38.0,45,35,80,42,3,6,68,1,40.4,35.7,29.6,65.3,619,1537,1.18,0.92,2.11,1.11,2.03,1.06,0.78,1.84,0.94,1.72,2020-2021,2020-2021,La-Liga,3.411810640214389,0.0
